Area Codes,All Ages
E01021458,"1,694"
E01021459,"1,304"
E01021460,"1,637"
E01021448,"1,438"
E01021449,"1,669"
E01021450,"2,083"
E01021451,"1,606"
E01021452,"1,517"
E01021431,"1,567"
E01021432,"1,830"
E01021434,"1,793"
E01021461,"1,481"
E01021464,"1,562"
E01021447,"2,497"
E01021453,"1,216"
E01021455,"1,347"
E01021465,"2,029"
E01021466,"1,793"
E01021467,"1,717"
E01021438,"2,023"
E01021462,"1,393"
E01021463,"1,557"
E01021468,"1,921"
E01021433,"2,014"
E01021436,"2,382"
E01021439,"2,641"
E01021475,"1,552"
E01033063,"1,429"
E01033064,"1,447"
E01021435,"1,841"
E01021437,"1,760"
E01021472,"1,794"
E01021473,"1,393"
E01021474,"1,537"
E01021445,"2,122"
E01021446,"1,599"
E01021454,"1,284"
E01021456,"1,280"
E07000069,"89,173"
E01021513,"1,637"
E01021514,"1,536"
E01021515,"1,335"
E01021525,"1,546"
E01021527,"1,700"
E01021509,"1,337"
E01021510,"1,454"
E01021511,"1,497"
E01021528,"1,620"
E01021531,"1,352"
E01021476,"1,951"
E01021477,"1,593"
E01021478,"1,803"
E01021516,"1,380"
E01021479,"1,503"
E01021481,"1,581"
E01021483,"1,803"
E01021512,"1,537"
E01021526,"1,596"
E01021517,"1,615"
E01021519,"1,497"
E01021530,"1,423"
E01021532,"1,425"
E01021482,"1,587"
E01021518,"1,958"
E01021520,"1,590"
E01021529,"1,523"
E01021480,"1,860"
E01021521,"1,499"
E01021522,"1,776"
E01021523,"1,387"
E01021524,"1,629"
E01021487,"1,358"
E01021494,"1,460"
E01021504,"1,500"
E01021505,"1,422"
E01021506,"1,385"
E01021492,"1,774"
E01021493,"1,546"
E01021495,"2,060"
E01021496,"1,468"
E01021485,"1,260"
E01021486,"1,345"
E01021488,"1,472"
E01021503,"1,375"
E01021507,"1,651"
E01021508,"1,365"
E01021484,"1,369"
E01021498,"1,569"
E01021499,"1,607"
E01021501,"1,408"
E01021502,"2,279"
E01021489,"1,444"
E01021490,"1,500"
E01021491,"1,621"
E01021497,"1,446"
E01021500,"1,959"
E07000070,"172,638"
E01021538,"2,752"
E01021539,"1,307"
E01021540,"1,621"
E01021541,"1,524"
E01021542,"2,493"
E01021543,"1,727"
E01021587,"1,437"
E01021590,"1,431"
E01021591,"1,588"
E01021550,"1,419"
E01021597,"1,491"
E01021598,"1,521"
E01021600,"1,136"
E01021601,"1,659"
E01021616,"1,492"
E01021617,"1,432"
E01021619,"1,535"
E01021620,"1,470"
E01021623,"1,285"
E01021624,"1,253"
E01021536,"1,602"
E01021537,"2,042"
E01021568,"1,612"
E01033142,"2,267"
E01033144,"1,835"
E01021576,"1,746"
E01021588,"1,405"
E01021589,"1,541"
E01021592,"1,663"
E01021596,"1,652"
E01021618,"1,506"
E01021621,"1,664"
E01021622,"1,493"
E01021625,"1,500"
E01021626,"1,557"
E01021544,"1,337"
E01021545,"1,576"
E01021546,"1,457"
E01021547,"1,599"
E01021628,"1,785"
E01021629,"1,773"
E01021573,"1,831"
E01021575,"1,712"
E01021599,"1,907"
E01021631,"1,984"
E01033138,"1,516"
E01033139,"1,570"
E01021574,"2,430"
E01021578,"1,699"
E01021582,"2,058"
E01021627,"1,587"
E01033140,"1,312"
E01033141,"1,269"
E01021551,"1,369"
E01021632,"1,441"
E01021633,"1,473"
E01021634,"1,509"
E01021635,"1,364"
E01021636,"1,113"
E01021556,"1,809"
E01021577,"1,545"
E01021579,"1,738"
E01021580,"1,491"
E01021584,"1,217"
E01021548,"1,327"
E01021560,"1,693"
E01021561,"1,850"
E01021564,"1,438"
E01021571,"1,555"
E01021562,"1,794"
E01021563,"1,715"
E01021565,"1,669"
E01021566,"1,770"
E01033137,"1,617"
E01033145,"1,502"
E01021557,"1,281"
E01021558,"1,235"
E01021583,"1,583"
E01021585,"1,304"
E01021586,"1,517"
E01021533,"2,320"
E01021535,"1,787"
E01021569,"1,592"
E01021570,"1,921"
E01021572,"1,562"
E01021552,"1,543"
E01021553,"1,310"
E01021554,"1,446"
E01021555,"1,364"
E01021559,"1,485"
E01021602,"1,734"
E01021604,"2,279"
E01033143,"2,595"
E01021611,"1,441"
E01021612,"1,550"
E01021613,"1,884"
E01021614,"1,794"
E01021615,"1,474"
E01021605,"1,203"
E01021606,"1,669"
E01021607,"1,509"
E01021608,"1,142"
E01021609,"1,416"
E01021610,"1,262"
E01021593,"1,728"
E01021594,"1,786"
E01021595,"1,863"
E07000071,"183,939"
E01021655,"1,418"
E01021656,"1,618"
E01021659,"2,050"
E01021661,"2,073"
E01021668,"1,582"
E01021669,"1,520"
E01021670,"1,482"
E01021671,"1,450"
E01033720,"2,084"
E01033721,"1,848"
E01021660,"1,494"
E01021728,"1,610"
E01021729,"1,692"
E01021730,"1,705"
E01021679,"3,112"
E01021680,"2,900"
E01021681,"3,295"
E01021682,"3,249"
E01021646,"2,081"
E01021647,"2,053"
E01021648,"2,398"
E01021649,"2,015"
E01021650,"2,161"
E01021696,"1,659"
E01021697,"1,728"
E01021698,"1,641"
E01021699,"1,535"
E01021700,"1,489"
E01033719,"2,861"
E01033722,"1,677"
E01021673,"1,407"
E01021674,"1,416"
E01021675,"1,306"
E01021676,"1,428"
E01021654,"1,996"
E01021662,"1,611"
E01021663,"1,098"
E01021677,"1,215"
E01021678,"1,397"
E01021683,"2,864"
E01021684,"1,561"
E01021685,"2,511"
E01021686,"2,180"
E01021687,"1,625"
E01021688,"1,552"
E01021718,"1,558"
E01021719,"1,660"
E01021720,"1,628"
E01021721,"1,961"
E01021722,"1,884"
E01021651,"1,874"
E01021652,"1,469"
E01021653,"1,309"
E01021717,"2,646"
E01021689,"1,470"
E01021690,"1,296"
E01021691,"1,494"
E01021692,"1,421"
E01021693,"1,674"
E01021711,"1,324"
E01021713,"1,227"
E01021714,"1,889"
E01021715,"1,492"
E01033723,"3,539"
E01021657,"1,616"
E01021658,"1,093"
E01021664,"2,058"
E01021665,"1,395"
E01021666,"1,284"
E01021667,"1,539"
E01021736,"3,607"
E01021737,"1,226"
E01021738,"2,255"
E01021739,"1,617"
E01021740,"1,737"
E01021637,"1,158"
E01021638,"1,594"
E01021639,"2,379"
E01021640,"1,212"
E01021641,"1,377"
E01021642,"2,170"
E01021643,"2,508"
E01021644,"1,663"
E01021645,"1,475"
E01021694,"1,455"
E01021695,"1,143"
E01021723,"1,652"
E01021724,"1,682"
E01021725,"1,282"
E01021726,"1,569"
E01021727,"1,491"
E01021731,"1,484"
E01021732,"1,582"
E01021733,"1,603"
E01021734,"1,361"
E01021735,"1,380"
E01021708,"1,451"
E01021709,"1,500"
E01021710,"1,947"
E01021702,"1,354"
E01021703,"1,303"
E01021704,"1,555"
E01021705,"1,973"
E01021706,"1,364"
E01021707,"1,383"
E07000072,"129,677"
E01021768,"2,233"
E01021795,"2,112"
E01021797,"1,282"
E01021798,"1,517"
E01021799,"1,910"
E01021741,"2,055"
E01021792,"1,319"
E01021793,"1,473"
E01021794,"1,155"
E01021801,"2,267"
E01021769,"2,290"
E01021796,"2,203"
E01021800,"2,350"
E01021753,"1,440"
E01021754,"1,518"
E01021755,"1,213"
E01021802,"2,300"
E01021760,"1,555"
E01021761,"2,087"
E01021762,"1,398"
E01021763,"1,626"
E01021756,"1,585"
E01021757,"1,618"
E01021758,"1,623"
E01021759,"1,572"
E01021811,"1,387"
E01021813,"1,383"
E01021814,"1,587"
E01021815,"1,594"
E01021816,"1,377"
E01021807,"1,544"
E01021808,"1,587"
E01021809,"1,448"
E01021810,"1,802"
E01021817,"2,601"
E01021806,"2,649"
E01021812,"1,282"
E01021818,"1,908"
E01021770,"1,961"
E01021803,"1,319"
E01021804,"1,515"
E01021805,"1,367"
E01021774,"1,523"
E01021775,"1,437"
E01021776,"1,443"
E01021777,"1,410"
E01021778,"1,465"
E01021779,"1,630"
E01021786,"1,224"
E01021787,"1,516"
E01021788,"1,554"
E01021789,"1,607"
E01021790,"1,815"
E01021791,"1,621"
E01021771,"1,631"
E01021772,"1,499"
E01021773,"1,598"
E01021783,"1,566"
E01021784,"1,590"
E01021780,"1,503"
E01021781,"1,489"
E01021782,"1,443"
E01021785,"1,717"
E01021742,"1,356"
E01021743,"1,749"
E01021744,"1,616"
E01021745,"1,552"
E01021746,"1,914"
E01021747,"1,740"
E01021748,"1,743"
E01021749,"2,330"
E01021750,"1,299"
E01021751,"1,421"
E01021752,"1,559"
E01021764,"1,899"
E01021765,"1,787"
E01021766,"1,583"
E01021767,"1,836"
E07000073,"85,397"
E01021854,"1,674"
E01021855,"1,478"
E01021856,"1,405"
E01021857,"2,860"
E01021844,"1,393"
E01021845,"1,519"
E01021846,"1,387"
E01021847,"1,491"
E01021848,"1,673"
E01021849,"1,679"
E01021850,"1,522"
E01021851,"1,712"
E01021852,"1,576"
E01021853,"1,481"
E01021839,"1,632"
E01021840,"1,518"
E01021841,"1,453"
E01021842,"1,573"
E01021843,"2,629"
E01021824,"1,727"
E01021825,"1,688"
E01021826,"1,615"
E01021827,"1,665"
E01021828,"2,372"
E01021819,"1,650"
E01021820,"1,508"
E01021822,"1,679"
E01021823,"1,648"
E01021870,"1,319"
E01021831,"1,427"
E01021868,"1,587"
E01021869,"1,409"
E01021871,"1,565"
E01021872,"2,219"
E01021821,"1,396"
E01021834,"1,585"
E01021835,"1,486"
E01021836,"1,545"
E01021837,"1,466"
E01021829,"1,457"
E01021830,"1,165"
E01021832,"1,282"
E01021833,"1,175"
E01021865,"1,436"
E01021838,"1,514"
E01021858,"1,516"
E01021859,"1,504"
E01021860,"1,527"
E01021861,"1,283"
E01021862,"1,486"
E01021863,"1,623"
E01021864,"1,410"
E01021866,"1,384"
E01021867,"1,424"
E07000074,"62,743"
E01021908,"2,007"
E01021909,"1,312"
E01021910,"1,551"
E01021911,"1,297"
E01021882,"2,049"
E01021883,"1,720"
E01021912,"2,006"
E01021913,"1,499"
E01021884,"1,411"
E01021885,"1,125"
E01021886,"1,572"
E01021887,"2,223"
E01021888,"2,036"
E01021889,"2,319"
E01021890,"1,778"
E01021891,"1,517"
E01021892,"1,016"
E01021893,"1,529"
E01021894,"1,273"
E01021895,"1,195"
E01021896,"1,275"
E01021897,"1,163"
E01021898,"1,249"
E01021901,"2,004"
E01021904,"1,616"
E01021905,"1,333"
E01021906,"1,507"
E01021907,"2,159"
E01021873,"1,460"
E01021874,"1,366"
E01021875,"1,469"
E01021899,"1,416"
E01021900,"1,195"
E01021902,"1,826"
E01021903,"1,524"
E01021878,"1,401"
E01021879,"1,395"
E01021880,"1,430"
E01021881,"1,178"
E01033057,"2,342"
E07000075,"85,144"
E01021942,"1,651"
E01021943,"1,663"
E01021944,"1,659"
E01021945,"1,521"
E01021914,"2,101"
E01021927,"1,356"
E01021928,"1,545"
E01021929,"1,682"
E01021931,"1,514"
E01021933,"1,615"
E01021934,"1,500"
E01021935,"1,397"
E01021936,"1,703"
E01021937,"1,647"
E01021938,"1,504"
E01021939,"1,685"
E01021940,"2,142"
E01021941,"2,097"
E01021915,"1,313"
E01021916,"1,126"
E01021953,"1,523"
E01021955,"1,874"
E01021918,"1,581"
E01021919,"1,303"
E01021925,"1,763"
E01021960,"2,026"
E01021961,"1,484"
E01021920,"2,185"
E01021926,"2,089"
E01021957,"1,773"
E01021958,"1,250"
E01021959,"1,759"
E01021930,"1,331"
E01021932,"1,618"
E01021952,"1,443"
E01021954,"1,614"
E01021956,"1,455"
E01021950,"1,522"
E01021951,"1,316"
E01021962,"1,281"
E01021963,"1,364"
E01021964,"1,629"
E01021966,"1,779"
E01021946,"1,561"
E01021947,"1,236"
E01021948,"1,364"
E01021949,"1,526"
E01021965,"2,375"
E01021917,"1,864"
E01021921,"1,499"
E01021922,"1,625"
E01021923,"1,406"
E01021924,"1,305"
E07000076,"141,183"
E01021997,"1,379"
E01021998,"1,421"
E01021999,"1,810"
E01022001,"1,866"
E01022000,"1,590"
E01022006,"1,651"
E01022007,"1,773"
E01033051,"2,370"
E01021978,"2,305"
E01022013,"1,610"
E01022014,"1,370"
E01022015,"1,353"
E01022019,"1,364"
E01022020,"1,760"
E01022021,"1,347"
E01021991,986
E01021992,"1,132"
E01022002,"1,983"
E01022004,"1,750"
E01022005,"1,726"
E01022028,"1,389"
E01021971,"1,018"
E01021972,"1,305"
E01022051,"1,487"
E01022052,"1,409"
E01021985,"1,278"
E01021986,"1,477"
E01022054,"1,462"
E01022055,"1,334"
E01022056,"1,588"
E01021973,"1,158"
E01021974,"1,145"
E01022016,"1,698"
E01022017,"1,392"
E01022018,"1,501"
E01021987,"1,242"
E01021994,"1,129"
E01021995,"1,392"
E01021996,"1,332"
E01022009,"1,370"
E01022010,"1,594"
E01022011,"1,817"
E01022012,"1,953"
E01021967,"2,062"
E01021983,"1,428"
E01021993,"2,181"
E01022053,"1,781"
E01021984,"2,031"
E01022039,"1,541"
E01022040,"1,729"
E01022041,"1,456"
E01021979,"1,530"
E01021980,"1,722"
E01021981,"1,718"
E01021982,"1,879"
E01022046,"1,583"
E01022008,"2,093"
E01022033,"1,468"
E01022034,"1,550"
E01022035,"1,492"
E01021975,"1,542"
E01021976,"1,518"
E01021977,"2,231"
E01022022,"1,508"
E01022044,"1,633"
E01022042,"1,473"
E01022043,"1,947"
E01022048,"1,589"
E01022049,"1,458"
E01022050,"1,756"
E01022023,"1,530"
E01022024,"1,502"
E01022030,"1,607"
E01022031,"1,424"
E01022032,"1,875"
E01021970,"1,706"
E01022025,"1,807"
E01022026,"1,632"
E01022027,"1,759"
E01021968,"1,830"
E01021969,"1,505"
E01022036,"1,182"
E01022037,"1,441"
E01022038,"1,491"
E01021988,"1,945"
E01021989,"1,435"
E01021990,"1,685"
E01022045,"1,582"
E01022047,"1,330"
E07000077,"85,119"
E01022057,"1,842"
E01022075,"1,846"
E01022077,"1,633"
E01022094,"1,686"
E01022074,"1,522"
E01022076,"1,772"
E01022078,"1,527"
E01022079,"1,991"
E01022080,"1,600"
E01022081,"2,587"
E01022082,"2,133"
E01022061,"1,543"
E01022071,"1,736"
E01022072,"1,873"
E01022073,"1,517"
E01022098,"1,532"
E01022092,"1,809"
E01022093,"1,861"
E01022097,"1,936"
E01022099,"2,731"
E01022062,"2,041"
E01022063,"1,632"
E01022083,"1,664"
E01022084,"1,582"
E01022085,"1,597"
E01022087,"2,805"
E01022089,"1,605"
E01022086,"1,485"
E01022090,"2,908"
E01022091,"3,491"
E01022095,"1,631"
E01022067,"1,879"
E01022068,"1,542"
E01033054,"1,306"
E01033055,"1,537"
E01033056,"1,422"
E01022058,"1,691"
E01022064,"1,744"
E01022069,"1,612"
E01022088,"1,617"
E01033052,"1,915"
E01033053,"2,065"
E01022059,"1,612"
E01022060,"2,039"
E01022070,"1,991"
E01022096,"2,029"
E07000095,"96,217"
E01023316,"1,430"
E01023317,"2,616"
E01023318,"1,570"
E01023319,"1,550"
E01023327,"1,423"
E01023328,"1,339"
E01023329,"1,349"
E01023330,"1,493"
E01023331,"1,637"
E01023320,"2,095"
E01023321,"2,007"
E01023322,"1,845"
E01023323,"1,679"
E01023289,"1,525"
E01023290,"1,686"
E01023291,"1,552"
E01023292,"1,565"
E01023340,"1,806"
E01023341,"1,799"
E01023342,"3,019"
E01023343,"2,117"
E01023344,"1,720"
E01023307,"1,549"
E01023308,"1,683"
E01023309,"1,667"
E01023310,"2,683"
E01023311,"1,671"
E01023312,"1,629"
E01023313,"1,640"
E01023315,"1,906"
E01023302,"1,502"
E01023303,"1,578"
E01023304,"1,504"
E01023305,"1,389"
E01023306,"1,479"
E01023314,"1,417"
E01023324,"1,348"
E01023325,"1,365"
E01023326,"1,609"
E01023297,"1,382"
E01023298,"1,571"
E01023299,"1,720"
E01023300,"1,452"
E01023301,"1,701"
E01023293,"1,783"
E01023294,"1,556"
E01023295,"1,462"
E01023296,"1,693"
E01023332,"2,165"
E01023333,"2,075"
E01023334,"1,735"
E01023335,"1,743"
E01023336,"2,154"
E01023337,"1,769"
E01023338,"2,310"
E01023339,"1,505"
E07000096,"151,350"
E01023430,"1,226"
E01023431,"1,312"
E01023432,"1,595"
E01023433,"1,474"
E01023423,"1,442"
E01023424,"1,428"
E01023425,"1,312"
E01023426,"1,625"
E01023418,"1,430"
E01023419,"2,168"
E01023420,"1,519"
E01023352,"2,426"
E01023421,"1,463"
E01023422,"1,299"
E01023434,"1,646"
E01023435,"1,631"
E01023436,"1,249"
E01023437,"1,551"
E01023355,"1,512"
E01023356,"1,156"
E01023416,"1,460"
E01023417,"1,389"
E01023393,"1,709"
E01023394,"1,460"
E01023395,"1,703"
E01023396,"1,610"
E01023397,"1,388"
E01023401,"1,840"
E01023402,"1,639"
E01023403,"1,570"
E01023404,"1,353"
E01023405,"1,502"
E01023361,"1,872"
E01023362,"1,804"
E01023363,"1,608"
E01023364,"1,314"
E01023390,"2,128"
E01023391,"1,756"
E01023399,"1,738"
E01023392,"1,667"
E01023427,"1,700"
E01023428,"1,503"
E01023429,"1,863"
E01023369,"1,482"
E01023370,"1,755"
E01023371,"1,528"
E01023372,"1,576"
E01023345,"1,593"
E01023346,"1,361"
E01023347,"1,488"
E01023348,"1,599"
E01023365,"1,286"
E01023366,"1,519"
E01023367,"1,164"
E01023368,"1,744"
E01023349,"2,033"
E01023350,"1,760"
E01023351,"1,718"
E01023398,"3,161"
E01023400,"2,075"
E01023383,"1,494"
E01023384,"2,039"
E01023385,"1,704"
E01023409,"1,702"
E01023410,"1,356"
E01023411,"1,532"
E01023412,"1,255"
E01023413,"1,409"
E01023354,"1,907"
E01023379,"1,610"
E01023380,"1,158"
E01023381,"1,298"
E01023382,"1,503"
E01033022,"1,673"
E01033023,"1,751"
E01023386,"1,588"
E01023387,"1,393"
E01023388,"1,676"
E01023389,"1,653"
E01023357,"1,762"
E01023358,"1,600"
E01023359,"1,898"
E01023360,"1,509"
E01023414,"1,843"
E01023415,"1,402"
E01023373,"2,190"
E01023374,"1,479"
E01023375,"1,533"
E01023376,"1,240"
E01023377,"1,289"
E01023378,"1,676"
E01023406,"1,958"
E01023407,"1,717"
E01023408,"1,671"
E07000242,"144,719"
E01023462,"1,392"
E01023464,"2,509"
E01023465,"1,492"
E01023466,"1,897"
E01023467,"2,354"
E01023494,"1,206"
E01023495,"1,278"
E01023508,"1,481"
E01023509,"1,424"
E01023452,"1,385"
E01023453,"1,600"
E01023454,"1,307"
E01023455,"1,367"
E01023463,"1,269"
E01023493,"2,485"
E01023449,"1,719"
E01023450,"2,117"
E01023451,"2,355"
E01023438,"1,577"
E01023439,"1,405"
E01023440,"1,676"
E01023441,"1,561"
E01023442,"2,418"
E01023498,"2,812"
E01023506,"1,436"
E01023507,"1,637"
E01023443,"1,574"
E01023444,"1,761"
E01023445,"1,830"
E01023446,"2,385"
E01023447,"1,305"
E01023448,"1,504"
E01023456,"1,416"
E01023457,"1,501"
E01023458,"1,438"
E01023459,"1,380"
E01023460,"1,544"
E01023461,"1,646"
E01023491,"1,366"
E01023492,"1,623"
E01023496,"1,353"
E01023497,"1,632"
E01023485,"2,322"
E01023486,"2,648"
E01033609,"2,616"
E01023499,"2,135"
E01023500,"1,821"
E01023501,"1,591"
E01023502,"1,830"
E01023503,"1,727"
E01023512,"2,122"
E01023513,"1,491"
E01023514,"1,907"
E01023518,"2,131"
E01023519,"1,901"
E01023520,"1,649"
E01023510,"1,584"
E01023511,"1,622"
E01023515,"1,634"
E01023516,"2,059"
E01023517,"1,620"
E01023470,"1,852"
E01023471,"1,407"
E01023472,"1,425"
E01023473,"1,746"
E01023474,"1,613"
E01023487,"1,397"
E01023488,"1,642"
E01023489,"1,314"
E01023490,"1,279"
E01023482,"1,964"
E01023483,"2,210"
E01023484,"1,533"
E01023475,"1,479"
E01023476,"1,551"
E01023477,"2,211"
E01023478,"2,083"
E01023479,"1,672"
E01023468,"1,446"
E01023469,"1,510"
E01023480,"1,672"
E01023481,"1,762"
E01023504,"1,411"
E01023505,"1,713"
E07000098,"102,998"
E01023576,"1,528"
E01023577,"1,659"
E01023578,"1,615"
E01023579,"1,391"
E01023580,"1,833"
E01023567,"2,085"
E01023568,"1,518"
E01023569,"1,650"
E01023570,"1,507"
E01023571,"1,539"
E01023572,"1,505"
E01023573,"1,311"
E01023574,"1,642"
E01023575,"1,583"
E01023581,"1,337"
E01023582,"1,722"
E01023583,"1,470"
E01023584,"1,106"
E01023523,"1,744"
E01023524,"1,490"
E01023525,"1,726"
E01023526,"1,758"
E01023527,"1,452"
E01023534,"1,717"
E01023535,"1,775"
E01023536,"1,700"
E01023537,"1,988"
E01023538,"1,746"
E01023529,"1,511"
E01023530,"1,349"
E01023531,"2,096"
E01023532,"1,640"
E01023533,"1,646"
E01023552,"1,740"
E01023553,"2,265"
E01023554,"1,706"
E01023555,"1,735"
E01023544,"1,156"
E01023545,"1,482"
E01023546,"1,800"
E01023547,"1,735"
E01023528,"1,645"
E01023564,"1,742"
E01023565,"1,784"
E01023566,"1,679"
E01023539,"3,112"
E01023540,"1,766"
E01023541,"2,024"
E01023542,"1,844"
E01023543,"1,394"
E01023558,"1,646"
E01023559,"1,369"
E01023560,"1,777"
E01023561,"1,730"
E01023562,"1,511"
E01023563,"1,673"
E01023548,"1,676"
E01023549,"1,534"
E01023550,"1,719"
E01023551,"1,516"
E01023556,"1,392"
E01023557,"1,507"
E07000099,"131,696"
E01023660,"2,281"
E01023661,"1,367"
E01023662,"1,689"
E01023654,"1,544"
E01023655,"1,819"
E01023656,"2,266"
E01023657,"2,469"
E01023658,"1,586"
E01023659,"1,354"
E01023635,"1,453"
E01023636,"1,820"
E01023637,"1,791"
E01023638,"1,602"
E01023587,"1,120"
E01023588,"1,365"
E01023589,"1,650"
E01023590,"1,834"
E01023591,"1,523"
E01023592,"1,627"
E01023593,"1,484"
E01023585,"1,191"
E01023586,"1,504"
E01023597,"1,221"
E01023598,"1,416"
E01023600,"1,378"
E01023663,"2,171"
E01033024,"1,626"
E01033025,"1,408"
E01033026,"1,704"
E01033027,"1,657"
E01023630,"1,960"
E01023631,"1,710"
E01023632,"1,516"
E01023633,"1,442"
E01023634,"1,357"
E01023649,"1,211"
E01023650,"1,667"
E01023651,"1,266"
E01023652,"1,496"
E01023644,"1,625"
E01023645,"1,652"
E01023646,"1,493"
E01023647,"1,497"
E01023648,"1,168"
E01023639,"1,311"
E01023640,"1,196"
E01023641,"1,357"
E01023642,"1,321"
E01023643,"1,360"
E01023601,"2,350"
E01023602,"1,679"
E01023603,"1,657"
E01023604,"1,388"
E01023605,"1,504"
E01023617,"1,535"
E01023618,"1,627"
E01023619,"1,777"
E01023620,"1,340"
E01023621,"1,423"
E01023611,"1,706"
E01023612,"1,838"
E01023613,"1,710"
E01023614,"1,970"
E01023615,"1,784"
E01023616,"2,450"
E01023606,"1,736"
E01023607,"1,500"
E01023608,"1,545"
E01023609,"1,603"
E01023610,"1,390"
E01023594,"2,226"
E01023622,"1,166"
E01023623,"1,506"
E01023624,"1,364"
E01023625,"1,099"
E01023653,"2,222"
E01023595,"1,566"
E01023596,"1,116"
E01023626,"2,216"
E01023627,"1,687"
E01023628,"1,732"
E01023629,"1,759"
E07000240,"145,797"
E01023690,"1,686"
E01023691,"1,515"
E01023692,"1,383"
E01023693,"1,397"
E01023694,"1,621"
E01023685,"1,694"
E01023686,"1,575"
E01023687,"1,551"
E01023688,"1,540"
E01023689,"1,480"
E01023699,"1,513"
E01023700,"1,348"
E01023701,"1,778"
E01023702,"1,652"
E01023703,"1,468"
E01023746,"1,575"
E01023747,"1,806"
E01023748,"1,402"
E01023749,"1,865"
E01023695,"1,601"
E01023696,"1,720"
E01023697,"1,861"
E01023698,"1,577"
E01023722,"1,442"
E01023723,"1,737"
E01023724,"1,653"
E01023725,"1,521"
E01023713,"1,942"
E01023734,"1,606"
E01023735,"1,701"
E01023736,"1,560"
E01023709,"1,721"
E01023710,"1,562"
E01023711,"1,572"
E01023712,"1,768"
E01023669,"1,754"
E01023670,"2,185"
E01023671,"2,005"
E01023672,"1,958"
E01023673,"1,447"
E01023714,"1,776"
E01023715,"1,602"
E01023716,"2,210"
E01023666,"1,956"
E01023674,"2,010"
E01023675,"1,350"
E01023676,"2,604"
E01023726,"1,821"
E01023727,"2,089"
E01023728,"2,280"
E01023729,"2,382"
E01023664,"1,846"
E01023665,"1,653"
E01023667,"1,520"
E01023668,"1,425"
E01023742,"1,842"
E01023743,"1,959"
E01023744,"1,455"
E01023745,"1,878"
E01023677,"1,361"
E01023678,"1,945"
E01023679,"1,543"
E01023680,"1,400"
E01023681,"1,720"
E01023682,"1,719"
E01023683,"1,765"
E01023684,"1,685"
E01023737,"1,421"
E01023738,"1,543"
E01023739,"1,503"
E01023740,"1,380"
E01023741,"1,654"
E01023704,"1,600"
E01023705,"1,762"
E01023706,"1,700"
E01023708,"1,490"
E01033028,"1,491"
E01033029,"1,622"
E01023718,"1,705"
E01023719,"1,205"
E01023720,"1,953"
E01023721,"1,446"
E01023717,"1,223"
E01023730,"1,771"
E01023731,"1,479"
E01023732,"1,669"
E01023733,"1,642"
E07000243,"86,469"
E01023787,"1,419"
E01023788,"1,571"
E01023789,"2,451"
E01023790,"1,728"
E01023776,"2,850"
E01023777,"1,875"
E01023778,"1,701"
E01023799,"1,361"
E01023800,"2,112"
E01023801,"2,427"
E01023771,"1,602"
E01023772,"1,752"
E01023773,"1,444"
E01023774,"1,645"
E01023767,"1,442"
E01023768,"1,662"
E01023769,"1,655"
E01023770,"1,529"
E01023795,"1,545"
E01023796,"1,496"
E01023797,"1,331"
E01023798,"1,547"
E01023775,"2,116"
E01023779,"1,799"
E01023780,"1,443"
E01023781,"1,745"
E01023782,"1,332"
E01023759,"1,500"
E01023760,"1,569"
E01023761,"2,239"
E01023762,"1,623"
E01023755,"1,576"
E01023756,"1,727"
E01023757,"1,954"
E01023758,"2,046"
E01023750,"1,214"
E01023751,"1,173"
E01023752,"1,374"
E01023753,"1,645"
E01023754,"1,323"
E01023791,"1,642"
E01023792,"1,604"
E01023793,"1,476"
E01023794,"1,624"
E01023783,"1,692"
E01023784,"1,560"
E01023785,"1,825"
E01023786,"1,556"
E01023763,"1,483"
E01023764,"1,442"
E01023765,"1,477"
E01023766,"1,545"
E07000102,"91,674"
E01023802,"1,713"
E01023803,"1,563"
E01023804,"1,556"
E01023807,"1,511"
E01023808,"2,742"
E01023829,"1,711"
E01023830,"1,421"
E01023832,"1,840"
E01023833,"3,138"
E01023834,"1,610"
E01023823,"1,679"
E01023824,"2,126"
E01023831,"2,168"
E01023854,"1,847"
E01023812,"1,530"
E01023813,"1,560"
E01023814,"1,236"
E01023851,"1,790"
E01023815,"1,597"
E01023816,"1,294"
E01023817,"1,463"
E01023818,"1,432"
E01023819,"1,646"
E01023820,"1,314"
E01023821,"1,338"
E01023822,"1,412"
E01023825,"2,373"
E01023826,"1,639"
E01023847,"1,894"
E01023848,"1,743"
E01023850,"1,530"
E01023852,"1,570"
E01023853,"2,092"
E01023827,"2,357"
E01023828,"1,548"
E01023845,"1,808"
E01023846,"1,530"
E01023835,"1,414"
E01023836,"1,339"
E01023837,"1,586"
E01023838,"1,330"
E01023805,"1,789"
E01023809,"1,730"
E01023810,"1,760"
E01023811,"1,499"
E01023839,"2,216"
E01023840,"2,166"
E01023841,"1,598"
E01023849,"1,414"
E01023806,"2,190"
E01023842,"1,635"
E01023843,"2,026"
E01023844,"1,661"
E07000103,"96,403"
E01023904,"2,038"
E01023905,"2,036"
E01023906,"1,502"
E01023907,"1,726"
E01023890,"1,338"
E01023891,"1,470"
E01023892,"1,338"
E01023893,"1,839"
E01023894,"1,407"
E01023873,"1,265"
E01023874,"1,335"
E01023875,"2,055"
E01023876,"1,867"
E01023877,"1,689"
E01023868,"1,804"
E01023869,"1,413"
E01023870,"1,527"
