Period,Dosage_per_1000,Prescriptions_per_1000,Drugs_count,Total_cost_per_1000,Generic_cost_per_1000
201509,126.06335848858816,0.6549900559850178,1.6983480829036093,71.60152497786683,34.410229085116725
201510,128.84528725311273,0.6555520681529676,1.7151908850618554,72.38262037786923,34.208722783616764
201511,122.7656313483409,0.6458222324953363,1.6133964311419444,67.72438463136277,31.884905211993704
201512,140.81312327332375,0.6692686776269928,1.8213409332833774,77.34553240457664,35.80033088115132
201601,119.73477290525526,0.6470165083522297,1.598011348044318,66.73365992211673,30.82364674626832
201602,122.6325837490189,0.646946256831236,1.5985206715715226,66.87812146168336,30.647507039597578
201603,128.06705114855765,0.6557101340752035,1.6842450900641184,69.77319191069893,31.61143079358454
201604,128.95255752037932,0.6655102212538284,1.7439764457890352,71.93367153469309,32.046652840816066
201605,125.01497674613191,0.6573786076988045,1.6586559735421533,68.45866072957013,30.453062420987894
201606,129.4617670352196,0.6706034565258737,1.7541980420936225,71.92377572981714,31.632650089871895
201607,127.47811069446684,0.6650360234871208,1.712942836390056,70.57384182156999,30.770268586844477
201608,125.71035118167481,0.6677231441651309,1.728925057416129,70.99174528821736,30.432782914422646
201609,130.43789582012056,0.6706912709271159,1.7564636536456701,72.34191629534789,30.289573959475312
201610,124.82371522393845,0.6629987293783027,1.673935679358289,68.28183835374412,28.169151225865324
201611,122.45549283675396,0.6625596573720919,1.6875820373113204,68.54318542771294,27.532812773075342
201612,133.18550979014364,0.6729393195989151,1.790816647411603,74.17541706440005,29.599535770924117
201701,120.81744983032995,0.6564477750456376,1.6339450010326095,66.09111193738603,26.273685629607044
201702,113.7603830503991,0.6490362395807994,1.5416345024468519,61.84222231975476,24.11886371185609
201703,128.4784184429632,0.6767329017325764,1.76150420027697,70.83261944615846,27.07706147512143
201704,119.61588684170684,0.6555871939134644,1.5955876705700345,64.51959893617419,24.376152706714706
201705,125.8082283815126,0.6723421816704684,1.7050922289190071,68.26933762246968,25.767233984580745
201706,124.89173508828188,0.6731325112816479,1.7359326466352534,69.1030493041508,25.305160400994986
201707,124.35400287048888,0.6652292151698536,1.6737776134360531,66.6884655380022,24.32064662871995
201708,124.01923607828682,0.669233551866496,1.7001921853296946,67.74032522836265,24.2490141384523
201709,119.31034599945424,0.661751764880664,1.6513849411193025,65.3927770442055,23.395962915556854
201710,117.72358382256638,0.6668274372724609,1.6311525030731089,64.50557708384142,23.145470579725554
201711,114.94773547354123,0.6797361542550583,1.6577251408889864,65.02067985242056,23.745938957153754
201712,122.18179144738893,0.6704102648431409,1.6693342047331998,67.10488283372294,24.035987465653367
201801,117.02590733249487,0.6625596573720919,1.6234775244045443,64.37332701491157,22.698027051015554
201802,102.55724361764494,0.640641182822049,1.4783203191512548,58.08751597278102,20.052358107339025
201803,115.55706277266705,0.6550427446257631,1.6311700659533575,64.79094842170207,22.56874106938517
201804,107.51280698399876,0.6515301685760767,1.5603565327916802,61.283145787238496,20.864355746396146
201805,114.67361345319439,0.658783638118679,1.6391084878256486,64.6900737358208,21.954410837463282
201806,110.83733215235846,0.6560087030394268,1.6151527191667876,63.27723819633507,21.240289725000242
201807,106.61776162648478,0.6527595701934669,1.596026742576245,61.919059569584036,20.219496837882442
201808,110.97693582851981,0.6539538460503603,1.6470293468176913,64.36716261957312,20.69596267494539
201809,99.301837164503,0.6367246605266487,1.500414422503782,58.23927611849248,18.53687034286202
201810,105.316781173426,0.6508979048871332,1.6140638205913846,61.684635337263245,18.90700453152167
201811,102.97401954738032,0.642555536769128,1.5719304708753967,60.224088652923385,18.292854670379956
201812,105.77880332704412,0.6417125185172032,1.5655024567044706,60.82793296719298,18.683609436739285
201901,102.73129307812295,0.638691703114473,1.5572127772272109,59.53537856937659,18.62531173892905
201902,91.57163553157312,0.619249594679459,1.407840480714298,53.95647117407098,16.70611394947746
201903,93.66725669748294,0.6357060134722395,1.5374194111872281,57.70684159716902,17.070392498233474
201904,94.2431611037092,0.6265030642220613,1.5139378402950747,56.193100988019154,16.706560046635776
201905,97.83782034774069,0.6360748339574567,1.5965711918639467,59.27295734965178,17.170295254321832
201906,88.53554115481339,0.618968588595484,1.473402712681694,53.7938520751307,14.97514264088359
